chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr11	13298198	13408813	+	ARNTL	ARNTL	91	4.24E-1	Simul
chr11	13409547	13484844	-	BTBD10	BTBD10	53	2.85E-1	Simul
chr11	13513601	13517728	-	PTH	PTH	26	3.85E-1	Simul
chr11	13690216	13753893	+	FAR1	FAR1	42	2.06E-1	Simul
chr11	14299471	14386052	-	RRAS2	RRAS2	45	1.79E-1	Simul
chr11	14464985	14521573	-	COPB1	COPB1	35	4.32E-2	Simul
chr11	14515328	14665181	-	PSMA1	PSMA1	54	7.21E-2	Simul
chr11	14665268	14892350	+	PDE3B	PDE3B	66	9.78E-2	Simul
chr11	14899552	14913798	-	CYP2R1	CYP2R1	25	2.24E-1	Simul
chr11	14926542	15103888	+	CALCB	CALCB	71	3.06E-2	Simul
chr11	14988213	14993900	-	CALCA	CALCA	26	7.42E-2	Simul
chr11	15133969	15268754	+	INSC	INSC	113	7.33E-2	Simul
chr11	15987994	16761138	-	SOX6	SOX6	192	1.96E-3	Simul
chr11	16634678	16778428	+	C11orf58	C11orf58	52	1.24E-1	Simul
chr11	16799841	17035990	-	PLEKHA7	PLEKHA7	137	2.81E-1	Simul
chr11	17095935	17099334	-	RPS13	RPS13	15	2.51E-1	Simul
chr11	17099276	17229530	-	PIK3C2A	PIK3C2A	39	3.28E-1	Simul
chr11	17229699	17371521	+	NUCB2	NUCB2	63	1.85E-2	Simul
chr11	17407405	17410878	-	KCNJ11	KCNJ11	57	1.22E-2	Simul
chr11	17414431	17498449	-	ABCC8	ABCC8	145	2.39E-2	Simul
chr11	17515441	17565963	-	USH1C	USH1C	127	1.24E-1	Simul
chr11	17568919	17668697	+	OTOG	OTOG	118	1.26E-1	Simul
chr11	17741114	17743678	+	MYOD1	MYOD1	33	3.81E-1	Simul
chr11	17756358	17804602	+	KCNC1	KCNC1	61	2.3E-2	Simul
chr11	17809594	18034709	-	SERGEF	SERGEF	126	3.74E-2	Simul
chr11	18039110	18063973	-	TPH1	TPH1	38	7.35E-1	Simul
chr11	18091481	18127638	-	SAAL1	SAAL1	55	9.16E-1	Simul
chr11	18142501	18160027	+	MRGPRX3	MRGPRX3	46	9.09E-1	Simul
chr11	18194383	18195827	+	MRGPRX4	MRGPRX4	42	9.09E-1	Simul
chr11	18252895	18258440	-	SAA4	SAA4	35	9.44E-1	Simul
chr11	18260769	18270190	-	SAA2	SAA2	40	9.57E-1	Simul
chr11	18287720	18291524	+	SAA1	SAA1	31	8.97E-1	Simul
chr11	18300222	18343745	-	HPS5	HPS5	43	5.82E-1	Simul
chr11	18343841	18388591	+	GTF2H1	GTF2H1	49	3.4E-1	Simul
chr11	18415934	18429972	+	LDHA	LDHA	33	3.03E-1	Simul
chr11	18433853	18473605	+	LDHC	LDHC	37	3.95E-1	Simul
chr11	18477370	18501147	+	LDHAL6A	LDHAL6A	33	3.17E-1	Simul
chr11	18489882	18548779	-	TSG101	TSG101	35	1.61E-1	Simul
chr11	18551155	18610294	-	UEVLD	UEVLD	49	2.27E-2	Simul
chr11	18627947	18656338	-	SPTY2D1	SPTY2D1	30	1.67E-2	Simul
chr11	18714668	18726332	+	TMEM86A	TMEM86A	47	1.96E-1	Simul
chr11	18725851	18747777	-	IGSF22	IGSF22	55	2.07E-1	Simul
chr11	18749474	18814268	-	PTPN5	PTPN5	66	9.17E-1	Simul
chr11	18955359	18961054	-	MRGPRX1	MRGPRX1	32	8.92E-1	Simul
chr11	19076001	19082228	-	MRGPRX2	MRGPRX2	62	6.54E-1	Simul
chr11	19138645	19197969	+	ZDHHC13	ZDHHC13	79	6.81E-1	Simul
chr11	19203577	19232120	-	CSRP3	CSRP3	49	6.35E-1	Simul
chr11	19245609	19263167	-	E2F8	E2F8	45	3.18E-1	Simul
chr11	19372270	20143144	+	NAV2	NAV2	512	2.2E-1	Simul
chr11	20177700	20182159	-	DBX1	DBX1	44	6.11E-1	Simul
chr11	20385230	20405329	+	HTATIP2	HTATIP2	52	2.26E-1	Simul
chr11	20409075	20530840	+	PRMT3	PRMT3	85	3.6E-1	Simul
chr11	20620945	20680831	+	SLC6A5	SLC6A5	90	7.93E-1	Simul
chr11	20691116	21597227	+	NELL1	NELL1	541	6.9E-3	Simul
chr11	22214721	22304903	+	ANO5	ANO5	42	1.58E-1	Simul
chr11	22359642	22401049	+	SLC17A6	SLC17A6	61	2.59E-1	Simul
chr11	22644078	22647387	-	FANCF	FANCF	29	3.79E-1	Simul
chr11	22647187	22834601	+	GAS2	GAS2	90	7.06E-1	Simul
chr11	22835344	22851845	-	SVIP	SVIP	47	5.55E-1	Simul
chr11	24518515	25104150	+	LUZP2	LUZP2	240	9.91E-2	Simul
chr11	26210828	26684835	+	ANO3	ANO3	245	8.12E-1	Simul
chr11	26580579	26593780	-	MUC15	MUC15	70	7.91E-1	Simul
chr11	26688565	26744974	-	SLC5A12	SLC5A12	112	2.74E-2	Simul
chr11	27015627	27018630	+	FIBIN	FIBIN	43	8.56E-1	Simul
chr11	27062271	27149356	+	BBOX1	BBOX1	71	6.79E-1	Simul
chr11	27352373	27385415	-	CCDC34	CCDC34	52	7.52E-2	Simul
chr11	27387507	27494322	-	LGR4	LGR4	61	1.062E-1	Simul
chr11	27516122	27528320	-	LIN7C	LIN7C	27	5.2E-1	Simul
chr11	27676439	27743605	-	BDNF	BDNF	49	6.82E-1	Simul
chr11	28042166	28129855	-	KIF18A	KIF18A	55	2.01E-1	Simul
chr11	28129794	28355054	+	METTL15	METTL15	62	1.91E-1	Simul
chr11	30031287	30038570	-	KCNA4	KCNA4	25	2.28E-1	Simul
chr11	30252562	30256808	+	FSHB	FSHB	30	2.77E-1	Simul
chr11	30344597	30359774	+	ARL14EP	ARL14EP	34	1.75E-1	Simul
chr11	30406039	30608419	-	MPPED2	MPPED2	137	2.4E-1	Simul
chr11	30851915	31391357	-	DCDC1	DCDC1	138	7.17E-1	Simul
chr11	31391386	31453396	+	DNAJC24	DNAJC24	28	3.93E-1	Simul
chr11	31453947	31531192	-	IMMP1L	IMMP1L	33	3.89E-1	Simul
chr11	31531296	31805546	+	ELP4	ELP4	75	5.73E-1	Simul
chr11	31806339	31839509	-	PAX6	PAX6	32	6.62E-1	Simul
chr11	31833938	32127301	+	RCN1	RCN1	150	1.98E-1	Simul
chr11	32409320	32457176	-	WT1	WT1	74	7.48E-1	Simul
chr11	32605343	32627808	+	EIF3M	EIF3M	34	3.26E-1	Simul
chr11	32623791	32816204	-	CCDC73	CCDC73	76	7.15E-1	Simul
chr11	32851488	32879669	+	PRRG4	PRRG4	42	6.43E-1	Simul
chr11	32914723	33014862	+	QSER1	QSER1	45	8.72E-1	Simul
chr11	33037409	33055128	+	DEPDC7	DEPDC7	44	7.39E-1	Simul
chr11	33060962	33127489	+	TCP11L1	TCP11L1	60	8.15E-1	Simul
chr11	33098733	33183917	-	CSTF3	CSTF3	62	7.63E-1	Simul
chr11	33278217	33378569	+	HIPK3	HIPK3	25	9.97E-1	Simul
chr11	33563617	33695648	+	KIAA1549L	KIAA1549L	91	4.82E-1	Simul
chr11	33719806	33757991	-	CD59	CD59	80	4.42E-1	Simul
chr11	33762484	33796089	-	FBXO3	FBXO3	67	4.23E-1	Simul
chr11	33880121	33913836	-	LMO2	LMO2	31	2.48E-2	Simul
chr11	33902188	33903338	+	AC132216.1	AC132216.1	22	2.75E-1	Simul
chr11	34073229	34122703	+	CAPRIN1	CAPRIN1	45	7.17E-1	Simul
chr11	34127148	34169217	+	NAT10	NAT10	44	1.4E-1	Simul
chr11	34172534	34379555	-	ABTB2	ABTB2	126	4.18E-1	Simul
chr11	34460471	34493609	+	CAT	CAT	114	2.96E-1	Simul
chr11	34500339	34535352	-	ELF5	ELF5	110	3.35E-1	Simul
chr11	34642639	34682604	+	EHF	EHF	73	3.66E-1	Simul
chr11	34874640	34938046	-	APIP	APIP	97	7.63E-1	Simul
chr11	34937375	35042138	+	PDHX	PDHX	109	3.25E-1	Simul
chr11	35160416	35253949	+	CD44	CD44	124	8.43E-3	Simul
chr11	35272752	35441610	-	SLC1A2	SLC1A2	169	1.88E-1	Simul
chr11	35453369	35551848	-	PAMR1	PAMR1	135	3.03E-1	Simul
chr11	35639734	35642419	+	FJX1	FJX1	31	9.19E-1	Simul
chr11	35684352	35829775	+	TRIM44	TRIM44	64	7.1E-1	Simul
chr11	35965530	36253686	+	LDLRAD3	LDLRAD3	213	1.39E-1	Simul
chr11	36295050	36310999	-	COMMD9	COMMD9	65	9.23E-1	Simul
chr11	36317837	36486754	+	PRR5L	PRR5L	158	3.15E-1	Simul
chr11	36508576	36531822	-	TRAF6	TRAF6	45	1.03E-1	Simul
chr11	36532258	36614706	+	RAG1	RAG1	52	4.27E-1	Simul
chr11	36597123	36619829	-	RAG2	RAG2	31	2.7E-1	Simul
chr11	36616050	36694823	+	C11orf74	C11orf74	64	3.09E-1	Simul
chr11	40135752	41481323	-	LRRC4C	LRRC4C	543	5.95E-1	Simul
chr11	43333512	43366079	+	API5	API5	37	5.84E-2	Simul
chr11	43380481	43516483	+	TTC17	TTC17	80	4.26E-2	Simul
chr11	43577985	43878167	+	HSD17B12	HSD17B12	128	8.38E-2	Simul
chr11	43902360	43941816	+	ALKBH3	ALKBH3	72	8.32E-1	Simul
chr11	43946891	43965888	+	C11orf96	C11orf96	65	8.33E-1	Simul
chr11	44069530	44081527	+	ACCSL	ACCSL	74	8.94E-1	Simul
chr11	44087474	44105772	+	ACCS	ACCS	67	8.56E-1	Simul
chr11	44117098	44266979	+	EXT2	EXT2	111	3.62E-1	Simul
chr11	44281993	44331716	-	ALX4	ALX4	82	3.83E-1	Simul
chr11	44585976	44641913	+	CD82	CD82	48	2.23E-1	Simul
chr11	44748014	44953972	+	TSPAN18	TSPAN18	140	8.82E-1	Simul
chr11	44907453	44972840	-	TP53I11	TP53I11	78	7.82E-1	Simul
chr11	45115563	45247734	+	PRDM11	PRDM11	109	8.75E-1	Simul
chr11	45261851	45307870	-	SYT13	SYT13	79	7.26E-1	Simul
chr11	45670426	45687172	-	CHST1	CHST1	60	8.83E-1	Simul
chr11	45825622	45834566	+	SLC35C1	SLC35C1	38	5.28E-2	Simul
chr11	45868668	45904798	+	CRY2	CRY2	29	4.53E-2	Simul
chr11	45907201	45928016	+	MAPK8IP1	MAPK8IP1	24	3.93E-2	Simul
chr11	45928084	45928833	-	C11orf94	C11orf94	18	1.58E-1	Simul
chr11	45931219	45940363	-	PEX16	PEX16	17	1.55E-1	Simul
chr11	45943171	45950647	+	GYLTL1B	GYLTL1B	16	1.53E-1	Simul
chr11	45950870	46142985	-	PHF21A	PHF21A	55	2.89E-1	Simul
chr11	46299211	46342972	+	CREB3L1	CREB3L1	24	5.14E-1	Simul
chr11	46354454	46402104	+	DGKZ	DGKZ	17	2.96E-1	Simul
chr11	46402305	46405375	+	MDK	MDK	8	2.08E-1	Simul
chr11	46406639	46408107	-	CHRM4	CHRM4	9	2.34E-1	Simul
chr11	46417963	46615675	-	AMBRA1	AMBRA1	32	3.09E-1	Simul
chr11	46624410	46639459	-	HARBI1	HARBI1	8	2.12E-1	Simul
chr11	46638825	46696368	+	ATG13	ATG13	20	4.4E-1	Simul
chr11	46698629	46722165	-	ARHGAP1	ARHGAP1	20	4.35E-1	Simul
chr11	46722367	46727462	+	ZNF408	ZNF408	22	4.04E-1	Simul
chr11	46740729	46761056	+	F2	F2	26	3.39E-1	Simul
chr11	46764597	46867847	-	CKAP5	CKAP5	53	2.48E-1	Simul
chr11	46878418	46940193	-	LRP4	LRP4	40	2.74E-1	Simul
chr11	46958239	47185936	+	C11orf49	C11orf49	77	4.18E-1	Simul
chr11	47185847	47198676	-	ARFGAP2	ARFGAP2	36	4.26E-1	Simul
chr11	47199075	47207994	-	PACSIN3	PACSIN3	38	4.95E-1	Simul
chr11	47236492	47260767	+	DDB2	DDB2	43	4.85E-1	Simul
chr11	47260852	47270457	-	ACP2	ACP2	37	4.4E-1	Simul
chr11	47269850	47290396	+	NR1H3	NR1H3	43	4.22E-1	Simul
chr11	47290711	47351582	+	MADD	MADD	60	6.36E-1	Simul
chr11	47352956	47374253	-	MYBPC3	MYBPC3	41	6.21E-1	Simul
chr11	47376410	47400127	-	SPI1	SPI1	44	6.21E-1	Simul
chr11	47428682	47438047	+	SLC39A13	SLC39A13	35	5.13E-1	Simul
chr11	47440319	47447993	-	PSMC3	PSMC3	35	5.19E-1	Simul
chr11	47459307	47470730	-	RAPSN	RAPSN	31	5.62E-1	Simul
chr11	47487495	47587121	-	CELF1	CELF1	36	4.95E-1	Simul
chr11	47586887	47606114	+	NDUFS3	NDUFS3	12	2.78E-1	Simul
chr11	47593748	47600567	-	KBTBD4	KBTBD4	10	2.78E-1	Simul
chr11	47599276	47599823	+	ENSG00000231880	ENSG00000231880	10	2.54E-1	Simul
chr11	47608197	47610746	+	FAM180B	FAM180B	10	2.57E-1	Simul
chr11	47611215	47616211	-	C1QTNF4	C1QTNF4	11	2.94E-1	Simul
chr11	47638866	47664175	-	MTCH2	MTCH2	23	4.15E-1	Simul
chr11	47681142	47736941	-	AGBL2	AGBL2	28	4.86E-1	Simul
chr11	47738071	47788995	-	FNBP4	FNBP4	28	4.66E-1	Simul
chr11	47799638	47870107	-	NUP160	NUP160	28	2.33E-1	Simul
chr11	48002112	48189670	+	PTPRJ	PTPRJ	68	2.47E-1	Simul
chr11	48238343	48239314	+	OR4B1	OR4B1	42	7.46E-1	Simul
chr11	48266607	48267622	+	OR4X2	OR4X2	40	7.67E-1	Simul
chr11	48285412	48286330	+	OR4X1	OR4X1	39	8E-1	Simul
chr11	48327774	48328704	+	OR4S1	OR4S1	25	7.51E-1	Simul
chr11	48346471	48347507	+	OR4C3	OR4C3	12	6.71E-1	Simul
chr11	48387036	48388017	-	OR4C5	OR4C5	7	5.59E-1	Simul
chr11	48510268	48511332	+	OR4A47	OR4A47	15	5.06E-1	Simul
chr11	49050503	49059579	+	TRIM49B	TRIM49B	11	1.49E-1	Simul
chr11	49075265	49080664	-	TRIM64C	TRIM64C	9	1.31E-1	Simul
chr11	49168186	49230222	-	FOLH1	FOLH1	28	2.49E-1	Simul
chr11	49973942	49974971	+	OR4C13	OR4C13	18	4.1E-1	Simul
chr11	50003008	50004071	-	OR4C12	OR4C12	13	5.63E-1	Simul
chr11	51411377	51412448	-	OR4A5	OR4A5	12	1.99E-1	Simul
chr11	51515281	51516211	+	OR4C46	OR4C46	15	2.91E-1	Simul
chr11	55029657	55038595	+	TRIM48	TRIM48	5	3.68E-1	Simul
chr11	55110626	55111707	+	OR4A16	OR4A16	14	2.07E-1	Simul
chr11	55135359	55136394	+	OR4A15	OR4A15	23	2.07E-1	Simul
chr11	55321782	55322895	+	OR4C15	OR4C15	39	2.72E-1	Simul
chr11	55339603	55340536	+	OR4C16	OR4C16	32	2.76E-1	Simul
chr11	55370829	55371874	-	OR4C11	OR4C11	17	2.36E-1	Simul
chr11	55405833	55406772	+	OR4P4	OR4P4	3	3.17E-1	Simul
chr11	55418379	55419315	+	OR4S2	OR4S2	3	3.85E-1	Simul
chr11	55432613	55433671	+	OR4C6	OR4C6	5	3.75E-1	Simul
chr11	55540913	55541858	+	OR5D13	OR5D13	32	2.05E-1	Simul
chr11	55563031	55563976	+	OR5D14	OR5D14	30	1.95E-1	Simul
chr11	55578853	55579952	+	OR5L1	OR5L1	28	2E-1	Simul
chr11	55587085	55588073	+	OR5D18	OR5D18	25	2.05E-1	Simul
chr11	55594694	55595630	+	OR5L2	OR5L2	22	4.69E-1	Simul
chr11	55606227	55607214	+	OR5D16	OR5D16	21	4.4E-1	Simul
chr11	55650772	55659286	+	TRIM51	TRIM51	44	1.72E-1	Simul
chr11	55681125	55682058	-	OR5W2	OR5W2	39	1.31E-1	Simul
chr11	55702931	55703876	-	OR5I1	OR5I1	42	1.4E-1	Simul
chr11	55734974	55735990	-	OR10AG1	OR10AG1	33	1.54E-1	Simul
chr11	55761156	55762101	-	OR5F1	OR5F1	18	2.31E-1	Simul
chr11	55797894	55798869	+	OR5AS1	OR5AS1	18	5.82E-2	Simul
chr11	55860752	55861762	+	OR8I2	OR8I2	23	2.94E-2	Simul
chr11	55872518	55873457	+	OR8H2	OR8H2	24	3.11E-2	Simul
chr11	55889848	55890787	+	OR8H3	OR8H3	21	3.19E-2	Simul
chr11	55904246	55905194	-	OR8J3	OR8J3	24	2E-1	Simul
chr11	55926869	55927793	-	OR8K5	OR8K5	27	2.04E-1	Simul
chr11	55944093	55945032	+	OR5J2	OR5J2	28	9.32E-2	Simul
chr11	55999489	56000737	-	OR5T2	OR5T2	30	7.64E-2	Simul
chr11	56019675	56020698	+	OR5T3	OR5T3	28	6.38E-2	Simul
chr11	56043028	56044146	+	OR5T1	OR5T1	35	7.5E-2	Simul
chr11	56057528	56058566	-	OR8H1	OR8H1	32	1.08E-1	Simul
chr11	56085782	56086721	+	OR8K3	OR8K3	35	1.3E-1	Simul
chr11	56113420	56114507	+	OR8K1	OR8K1	44	1.16E-1	Simul
chr11	56127690	56128764	+	OR8J1	OR8J1	48	1.01E-1	Simul
chr11	56143099	56144029	+	OR8U1	OR8U1	50	1.1E-1	Simul
chr11	56184733	56185708	-	OR5R1	OR5R1	51	7.29E-2	Simul
chr11	56229944	56230877	-	OR5M9	OR5M9	51	7.02E-2	Simul
chr11	56236963	56238014	-	OR5M3	OR5M3	39	5.6E-2	Simul
chr11	56257824	56258871	-	OR5M8	OR5M8	48	1.57E-1	Simul
chr11	56309745	56310757	-	OR5M11	OR5M11	38	1.44E-1	Simul
chr11	56344211	56345263	-	OR5M10	OR5M10	37	1.08E-1	Simul
chr11	56380030	56380978	-	OR5M1	OR5M1	30	1.34E-1	Simul
chr11	56408941	56409947	-	OR5AP2	OR5AP2	32	3.63E-2	Simul
chr11	56431137	56432163	+	OR5AR1	OR5AR1	33	4.5E-2	Simul
chr11	56467863	56468781	+	OR9G1	OR9G1	42	5.62E-2	Simul
chr11	56510302	56511287	-	OR9G4	OR9G4	41	7.06E-2	Simul
chr11	56756346	56757342	+	OR5AK2	OR5AK2	24	3.91E-1	Simul
chr11	56949220	56959191	+	LRRC55	LRRC55	62	5.74E-1	Simul
chr11	57001050	57004709	-	APLNR	APLNR	48	5.29E-1	Simul
chr11	57067111	57092426	-	TNKS1BP1	TNKS1BP1	37	4.03E-1	Simul
chr11	57093458	57103351	-	SSRP1	SSRP1	32	3.86E-1	Simul
chr11	57105847	57138073	+	P2RX3	P2RX3	48	5.07E-1	Simul
chr11	57144241	57148623	-	PRG3	PRG3	39	6.01E-1	Simul
chr11	57154266	57158130	-	PRG2	PRG2	41	5.71E-1	Simul
chr11	57174426	57195053	-	SLC43A3	SLC43A3	37	6.02E-1	Simul
chr11	57228021	57245007	+	RTN4RL2	RTN4RL2	26	9.76E-1	Simul
chr11	57252006	57283259	-	SLC43A1	SLC43A1	32	8.67E-1	Simul
chr11	57295935	57298276	-	TIMM10	TIMM10	28	7.7E-1	Simul
chr11	57308978	57318108	+	SMTNL1	SMTNL1	37	2.31E-1	Simul
chr11	57319128	57335757	-	UBE2L6	UBE2L6	41	2.56E-1	Simul
chr11	57364859	57382326	+	SERPING1	SERPING1	42	2.46E-1	Simul
chr11	57412559	57417417	-	YPEL4	YPEL4	30	2.3E-1	Simul
chr11	57416464	57429340	+	CLP1	CLP1	31	1.81E-1	Simul
chr11	57435218	57468659	+	ZDHHC5	ZDHHC5	31	2.05E-1	Simul
chr11	57471185	57479693	-	MED19	MED19	24	3.1E-1	Simul
chr11	57480071	57508445	+	TMX2	TMX2	25	3.34E-1	Simul
chr11	57508824	57510986	+	C11orf31	C11orf31	19	2.83E-1	Simul
chr11	57510985	57519253	-	BTBD18	BTBD18	20	2.81E-1	Simul
chr11	57520714	57587018	+	CTNND1	CTNND1	29	3.28E-1	Simul
chr11	57791352	57949088	+	OR9Q1	OR9Q1	115	3.09E-1	Simul
chr11	57798401	57799403	+	OR6Q1	OR6Q1	38	2.64E-1	Simul
chr11	57885971	57886916	-	OR9I1	OR9I1	53	1.88E-1	Simul
chr11	57957905	57958990	+	OR9Q2	OR9Q2	46	2.34E-1	Simul
chr11	57970673	57971653	-	OR1S2	OR1S2	45	2.13E-1	Simul
chr11	57982216	57983195	+	OR1S1	OR1S1	44	1.88E-1	Simul
chr11	57995353	57996390	-	OR10Q1	OR10Q1	51	2E-1	Simul
chr11	58034263	58035732	-	OR10W1	OR10W1	55	1.39E-1	Simul
chr11	58125596	58126542	-	OR5B17	OR5B17	45	3.15E-1	Simul
chr11	58169936	58170882	-	OR5B3	OR5B3	47	4.16E-1	Simul
chr11	58189737	58190786	-	OR5B2	OR5B2	49	5.91E-2	Simul
chr11	58206592	58207646	-	OR5B12	OR5B12	40	5.53E-2	Simul
chr11	58274647	58275578	-	OR5B21	OR5B21	18	3.93E-2	Simul
chr11	58294343	58345693	-	LPXN	LPXN	31	6.7E-1	Simul
chr11	58346583	58388515	+	ZFP91	ZFP91	41	1.74E-1	Simul
chr11	58390145	58393198	+	CNTF	CNTF	34	1.78E-1	Simul
chr11	58407898	58499447	-	GLYAT	GLYAT	56	2.68E-1	Simul
chr11	58601541	58671688	-	GLYATL2	GLYATL2	43	8.28E-1	Simul
chr11	58672870	58811000	+	GLYATL1	GLYATL1	55	9.73E-1	Simul
chr11	58672896	58676071	+	AP001652.1	AP001652.1	30	9.24E-1	Simul
chr11	58874657	58894883	+	FAM111B	FAM111B	29	2.78E-1	Simul
chr11	58910220	58922512	+	FAM111A	FAM111A	29	2.62E-2	Simul
chr11	58938902	58976060	+	DTX4	DTX4	39	3.68E-2	Simul
chr11	58975982	58980424	-	MPEG1	MPEG1	31	2.68E-2	Simul
chr11	59131884	59132921	+	OR5AN1	OR5AN1	22	2.3E-3	Simul
chr11	59189415	59190449	-	OR5A2	OR5A2	29	4.16E-3	Simul
chr11	59210616	59211667	+	OR5A1	OR5A1	30	1.44E-2	Simul
chr11	59224410	59225464	+	OR4D6	OR4D6	30	1.5E-2	Simul
chr11	59244845	59245869	+	OR4D10	OR4D10	25	5.69E-2	Simul
chr11	59271048	59271984	+	OR4D11	OR4D11	18	9.84E-2	Simul
chr11	59282385	59283330	+	OR4D9	OR4D9	9	4.02E-1	Simul
chr11	59341870	59383617	-	OSBP	OSBP	11	1.1302337E-3	CONVERGED
chr11	59404188	59436453	-	PATL1	PATL1	16	1.97E-3	Simul
chr11	59480295	59481337	-	OR10V1	OR10V1	26	1.92E-3	Simul
chr11	59480928	59573354	+	STX3	STX3	39	2.38E-3	Simul
chr11	59573607	59578345	-	MRPL16	MRPL16	19	1.82E-3	Simul
chr11	59596740	59612974	-	GIF	GIF	14	3.26E-3	Simul
chr11	59620272	59634048	-	TCN1	TCN1	11	1.46E-2	Simul
chr11	59705927	59712807	+	OOSP1	OOSP1	14	4.2E-1	Simul
chr11	59807747	59815517	+	OOSP2	OOSP2	47	1.8E-2	Simul
chr11	59824059	59838601	+	MS4A3	MS4A3	47	1.54E-2	Simul
chr11	59855733	59863444	+	MS4A2	MS4A2	39	1.61E-2	Simul
chr11	59939080	59952139	-	MS4A6A	MS4A6A	28	1.21E-1	Simul
chr11	59968725	60010561	-	MS4A4E	MS4A4E	57	1.49E-1	Simul
chr11	60048013	60076445	+	MS4A4A	MS4A4A	72	6.91E-2	Simul
chr11	60102303	60164069	+	MS4A6E	MS4A6E	81	6.8E-2	Simul
chr11	60145954	60163424	+	MS4A7	MS4A7	58	5.16E-2	Simul
chr11	60146002	60185161	+	MS4A14	MS4A14	68	6.24E-2	Simul
chr11	60197061	60222687	+	MS4A5	MS4A5	64	5.38E-1	Simul
chr11	60223224	60238233	+	MS4A1	MS4A1	52	5.55E-1	Simul
chr11	60260250	60274903	+	MS4A12	MS4A12	44	5.25E-1	Simul
chr11	60282885	60310194	+	MS4A13	MS4A13	37	5.58E-1	Simul
chr11	60467046	60483284	+	MS4A8	MS4A8	18	1.48E-1	Simul
chr11	60524425	60544205	+	MS4A15	MS4A15	36	4.79E-1	Simul
chr11	60552820	60568778	+	MS4A10	MS4A10	55	5.34E-1	Simul
chr11	60609543	60618554	+	CCDC86	CCDC86	61	1.76E-1	Simul
chr11	60618412	60623444	-	PTGDR2	PTGDR2	45	1.49E-1	Simul
chr11	60635034	60643166	+	ZP1	ZP1	44	1.43E-1	Simul
chr11	60658201	60674060	-	PRPF19	PRPF19	47	7.63E-2	Simul
chr11	60681345	60690915	+	TMEM109	TMEM109	39	6.87E-2	Simul
chr11	60691934	60704631	+	TMEM132A	TMEM132A	38	7.71E-2	Simul
chr11	60704555	60720002	-	SLC15A3	SLC15A3	47	1.24E-1	Simul
chr11	60739114	60787849	+	CD6	CD6	69	1.07E-2	Simul
chr11	60869866	60895324	+	CD5	CD5	51	7.27E-3	Simul
chr11	60897727	60929089	-	VPS37C	VPS37C	37	7.01E-1	Simul
chr11	60970778	60980570	+	PGA3	PGA3	4	9.01E-1	Simul
chr11	60989687	61018929	+	PGA4	PGA4	4	3.14E-1	Simul
chr11	61008513	61018920	+	PGA5	PGA5	1	1.39E-1	Simul
chr11	61025761	61062896	-	VWCE	VWCE	2	2.42E-1	Simul
chr11	61066922	61110068	-	DDB1	DDB1	5	2.53E-1	Simul
chr11	61100681	61120767	+	DAK	DAK	5	2.57E-1	Simul
chr11	61116216	61129771	-	CYB561A3	CYB561A3	9	2.64E-1	Simul
chr11	61129472	61136981	+	TMEM138	TMEM138	8	1.81E-1	Simul
chr11	61159158	61166335	+	TMEM216	TMEM216	14	1.61E-1	Simul
chr11	61170120	61197503	-	CPSF7	CPSF7	18	2.04E-1	Simul
chr11	61197513	61215001	+	SDHAF2	SDHAF2	22	3.05E-1	Simul
chr11	61248591	61258403	+	PPP1R32	PPP1R32	21	1.03E-1	Simul
chr11	61276271	61278482	+	LRRC10B	LRRC10B	15	1.45E-1	Simul
chr11	61282784	61348620	-	SYT7	SYT7	18	1.95E-1	Simul
chr11	61447904	61514473	+	DAGLA	DAGLA	54	1.48471643E-6	CONVERGED
chr11	61520113	61555990	+	MYRF	MYRF	46	7.91800677E-7	CONVERGED
chr11	61535972	61560274	-	TMEM258	TMEM258	43	7.06540222E-7	CONVERGED
chr11	61560108	61564716	+	FEN1	FEN1	35	2.7394885E-6	CONVERGED
chr11	61560451	61634826	+	FADS2	FADS2	59	1.2382156E-6	CONVERGED
chr11	61567098	61596790	-	FADS1	FADS1	46	8.07056051E-7	CONVERGED
chr11	61640990	61659523	-	FADS3	FADS3	45	3.17221019E-6	CONVERGED
chr11	61664772	61687741	-	RAB3IL1	RAB3IL1	41	1.85E-3	Simul
chr11	61717292	61732987	+	BEST1	BEST1	40	1.88E-3	Simul
chr11	61727189	61735132	-	FTH1	FTH1	39	1.48E-3	Simul
chr11	61735452	61736755	+	AP003733.1	AP003733.1	39	1.52E-3	Simul
chr11	61891444	61920635	+	INCENP	INCENP	62	7.98E-2	Simul
chr11	61957687	61961011	+	SCGB1D1	SCGB1D1	49	6.85E-2	Simul
chr11	61976139	61981408	+	SCGB2A1	SCGB2A1	50	2.44E-1	Simul
chr11	62009681	62012280	+	SCGB1D2	SCGB1D2	40	5.07E-1	Simul
chr11	62037626	62040628	+	SCGB2A2	SCGB2A2	45	6.36E-1	Simul
chr11	62063753	62066536	-	SCGB1D4	SCGB1D4	46	5.63E-1	Simul
chr11	62104919	62160882	+	ASRGL1	ASRGL1	68	8.5E-1	Simul
chr11	62172574	62190667	+	SCGB1A1	SCGB1A1	38	1.22E-1	Simul
chr11	62201015	62323707	-	AHNAK	AHNAK	45	1.28E-1	Simul
chr11	62327072	62342401	-	EEF1G	EEF1G	11	6.88E-1	Simul
chr11	62342516	62359649	-	TUT1	TUT1	15	7.13E-1	Simul
