chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr10	22497742	22498950	-	EBLN1	EBLN1	56	4.97E-1	Simul
chr10	22604902	22609235	+	COMMD3	COMMD3	3	5.48E-1	Simul
chr10	22610139	22620413	+	BMI1	BMI1	3	5.23E-1	Simul
chr10	22634398	22743153	+	SPAG6	SPAG6	19	1.22E-1	Simul
chr10	22823777	23003484	-	PIP4K2A	PIP4K2A	255	1.87E-1	Simul
chr10	23216952	23326518	+	ARMC3	ARMC3	168	8.88E-2	Simul
chr10	23384434	23410942	+	MSRB2	MSRB2	93	4.01E-1	Simul
chr10	23481255	23483181	+	PTF1A	PTF1A	42	4.01E-2	Simul
chr10	23492744	23528745	-	C10orf115	C10orf115	61	4.46E-2	Simul
chr10	23556123	23633774	-	C10orf67	C10orf67	113	4.89E-2	Simul
chr10	23728197	23731308	+	OTUD1	OTUD1	72	3.25E-2	Simul
chr10	23983674	24836772	+	KIAA1217	KIAA1217	879	1.87E-1	Simul
chr10	24872537	25012597	-	ARHGAP21	ARHGAP21	146	3.03E-1	Simul
chr10	25137535	25241533	-	PRTFDC1	PRTFDC1	171	5.2E-1	Simul
chr10	25270907	25305089	-	ENKUR	ENKUR	101	3.07E-1	Simul
chr10	25305586	25315593	+	THNSL1	THNSL1	85	7.66E-1	Simul
chr10	25463990	25891155	+	GPR158	GPR158	543	2.95E-1	Simul
chr10	26223195	26501456	+	MYO3A	MYO3A	501	3.55E-1	Simul
chr10	26505235	26593487	+	GAD2	GAD2	182	3.33E-1	Simul
chr10	26727131	26856732	+	APBB1IP	APBB1IP	217	3.3E-1	Simul
chr10	26986587	27035727	+	PDSS1	PDSS1	146	7.05E-2	Simul
chr10	27035521	27150016	-	ABI1	ABI1	187	9.18E-2	Simul
chr10	27280842	27389421	-	ANKRD26	ANKRD26	160	8.36E-2	Simul
chr10	27399382	27444195	-	YME1L1	YME1L1	135	6.89E-2	Simul
chr10	27443752	27475853	+	MASTL	MASTL	123	6.12E-2	Simul
chr10	27484145	27531059	-	ACBD5	ACBD5	114	1.128E-1	Simul
chr10	27687115	27703297	-	PTCHD3	PTCHD3	137	5.5E-1	Simul
chr10	27793196	27831143	+	RAB18	RAB18	99	3.6E-1	Simul
chr10	27961803	28034989	-	MKX	MKX	212	3.01E-1	Simul
chr10	28064114	28287977	-	ARMC4	ARMC4	229	5.11E-1	Simul
chr10	28339921	28623415	-	MPP7	MPP7	486	9.69E-1	Simul
chr10	28821421	28912041	+	WAC	WAC	119	7.16E-1	Simul
chr10	28966270	28971868	+	BAMBI	BAMBI	102	6.48E-1	Simul
chr10	29135336	29170827	+	C10orf126	C10orf126	172	2.79E-1	Simul
chr10	29577989	29607257	+	LYZL1	LYZL1	166	9.4E-1	Simul
chr10	29746266	30025710	-	SVIL	SVIL	493	9.78E-1	Simul
chr10	30301728	30404423	-	KIAA1462	KIAA1462	192	4.21E-1	Simul
chr10	30598729	30663377	-	MTPAP	MTPAP	154	4.91E-1	Simul
chr10	30722865	30750762	+	MAP3K8	MAP3K8	114	8.76E-1	Simul
chr10	30900717	30918691	-	LYZL2	LYZL2	144	5.62E-1	Simul
chr10	31109135	31320866	-	ZNF438	ZNF438	309	2.36E-3	Simul
chr10	31607423	31818742	+	ZEB1	ZEB1	133	3.14E-1	Simul
chr10	32094364	32217742	-	ARHGAP12	ARHGAP12	165	9.36E-1	Simul
chr10	32297937	32345359	-	KIF5B	KIF5B	108	7.78E-1	Simul
chr10	32556678	32667726	-	EPC1	EPC1	160	7.74E-1	Simul
chr10	32735067	32863492	+	CCDC7	CCDC7	140	3.43E-1	Simul
chr10	32832296	33171802	+	C10ORF68	C10ORF68	299	5.62E-2	Simul
chr10	33189246	33294720	-	ITGB1	ITGB1	158	8.49E-2	Simul
chr10	33466419	33625190	-	NRP1	NRP1	359	3.12E-1	Simul
chr10	34398487	35104253	-	PARD3	PARD3	642	6.53E-1	Simul
chr10	35297478	35379570	-	CUL2	CUL2	114	7.89E-1	Simul
chr10	35415718	35501886	+	CREM	CREM	106	4.31E-1	Simul
chr10	35535952	35860852	+	CCNY	CCNY	183	8.14E-1	Simul
chr10	35894337	35897863	+	GJD4	GJD4	59	8.16E-1	Simul
chr10	35927176	35930362	-	FZD8	FZD8	58	8.55E-1	Simul
chr10	36810648	36813162	-	NAMPTL	NAMPTL	62	7.58E-1	Simul
chr10	37414784	37673039	+	ANKRD30A	ANKRD30A	192	4.61E-1	Simul
chr10	37890365	37891859	-	MTRNR2L7	MTRNR2L7	120	7E-1	Simul
chr10	38091750	38147034	-	ZNF248	ZNF248	137	2.46E-1	Simul
chr10	38238499	38265561	-	ZNF25	ZNF25	65	8.24E-1	Simul
chr10	38299577	38354016	+	ZNF33A	ZNF33A	82	7.05E-1	Simul
chr10	38383263	38414472	+	ZNF37A	ZNF37A	88	9.19E-1	Simul
chr10	38717073	38736820	+	LINC00999	LINC00999	15	7.63E-1	Simul
chr10	43084554	43133992	-	ZNF33B	ZNF33B	91	8.31E-1	Simul
chr10	43278248	43330385	+	BMS1	BMS1	119	9.92E-1	Simul
chr10	43572474	43625799	+	RET	RET	138	8.28E-1	Simul
chr10	43633933	43680756	+	CSGALNACT2	CSGALNACT2	105	1.15E-1	Simul
chr10	43689982	43762367	-	RASGEF1A	RASGEF1A	114	1.18E-1	Simul
chr10	43867089	43871783	+	FXYD4	FXYD4	41	9.79E-1	Simul
chr10	43881064	43904614	-	HNRNPF	HNRNPF	48	9.54E-1	Simul
chr10	43932281	43991517	+	ZNF487	ZNF487	90	7.25E-1	Simul
chr10	44051791	44070066	-	ZNF239	ZNF239	123	8.39E-1	Simul
chr10	44101854	44113351	+	ZNF485	ZNF485	95	7.69E-1	Simul
chr10	44139306	44144304	-	ZNF32	ZNF32	92	9.25E-1	Simul
chr10	44793037	44881941	-	CXCL12	CXCL12	226	6.49E-1	Simul
chr10	45406647	45432450	+	TMEM72	TMEM72	144	9.38E-1	Simul
chr10	45454854	45491339	+	RASSF4	RASSF4	121	9.16E-1	Simul
chr10	45466428	45474258	-	C10orf10	C10orf10	80	8.81E-1	Simul
chr10	45493145	45496336	-	C10orf25	C10orf25	75	8.29E-1	Simul
chr10	45495922	45500774	+	ZNF22	ZNF22	82	8.43E-1	Simul
chr10	45798101	45811056	-	OR13A1	OR13A1	82	2.06E-1	Simul
chr10	45869660	45941561	+	ALOX5	ALOX5	123	5.88E-1	Simul
chr10	45950034	46090354	-	MARCH8	MARCH8	151	6.06E-1	Simul
chr10	46111042	46168228	-	ZFAND4	ZFAND4	29	5.38E-1	Simul
chr10	46222647	46288409	+	FAM21C	FAM21C	6	5.86E-1	Simul
chr10	46955443	46971400	-	SYT15	SYT15	1	5.6E-1	Simul
chr10	47083533	47088320	+	NPY4R	NPY4R	4	8.59E-1	Simul
chr10	47657580	47701443	+	ANTXRL	ANTXRL	112	9.44E-1	Simul
chr10	47746935	47763041	+	ANXA8L2	ANXA8L2	9	4.28E-1	Simul
chr10	47894022	47949412	+	FAM21B	FAM21B	1	2.37E-1	Simul
chr10	48001602	48055018	-	ASAH2C	ASAH2C	2	4.4E-1	Simul
chr10	48247668	48252143	+	FAM25G	FAM25G	1	6.63E-1	Simul
chr10	48255252	48279200	+	ANXA8	ANXA8	11	9.21E-1	Simul
chr10	48355023	48373866	+	ZNF488	ZNF488	73	9.32E-1	Simul
chr10	48381486	48390991	-	RBP3	RBP3	80	8.9E-1	Simul
chr10	48413091	48416853	-	GDF2	GDF2	74	8.58E-1	Simul
chr10	48425814	48438976	-	GDF10	GDF10	86	4.04E-1	Simul
chr10	49364600	49482941	-	FRMPD2	FRMPD2	93	3.6E-1	Simul
chr10	49514697	49647403	+	MAPK8	MAPK8	120	2.37E-1	Simul
chr10	49654076	49864310	-	ARHGAP22	ARHGAP22	355	5.67E-1	Simul
chr10	49892920	50191001	+	WDFY4	WDFY4	494	4.16587349E-4	CONVERGED
chr10	50117527	50143242	-	LRRC18	LRRC18	150	1.09783518E-4	CONVERGED
chr10	50222289	50323554	-	VSTM4	VSTM4	259	3.09E-1	Simul
chr10	50339198	50342053	-	FAM170B	FAM170B	141	2.92E-1	Simul
chr10	50362772	50396630	-	C10orf128	C10orf128	140	3.27E-1	Simul
chr10	50507186	50535537	+	C10orf71	C10orf71	176	4.21E-1	Simul
chr10	50572236	50603497	-	DRGX	DRGX	114	4.83E-1	Simul
chr10	50663413	50747584	-	ERCC6	ERCC6	174	4.57E-1	Simul
chr10	50723150	50747086	-	PGBD3	PGBD3	115	3.24E-1	Simul
chr10	50817140	50901925	+	CHAT	CHAT	172	4.49E-1	Simul
chr10	50818346	50820765	+	SLC18A3	SLC18A3	102	5.96E-1	Simul
chr10	50887696	50918307	+	C10orf53	C10orf53	121	2.96E-1	Simul
chr10	50942688	50970425	-	OGDHL	OGDHL	75	1.71E-1	Simul
chr10	51026324	51130715	-	PARG	PARG	39	1.66E-1	Simul
chr10	51464161	51486327	-	AGAP7	AGAP7	31	4.24E-1	Simul
chr10	51549497	51562517	+	MSMB	MSMB	64	7.05E-1	Simul
chr10	51565107	51590734	+	NCOA4	NCOA4	59	7.11E-1	Simul
chr10	51592079	51623365	-	TIMM23	TIMM23	27	6.1E-1	Simul
chr10	51748077	51770259	+	AGAP6	AGAP6	22	1.48E-1	Simul
chr10	51827647	51893269	+	FAM21A	FAM21A	26	1.67E-1	Simul
chr10	51942537	52008370	-	ASAH2	ASAH2	103	5.67E-1	Simul
chr10	52065359	52384923	-	SGMS1	SGMS1	451	5.74E-1	Simul
chr10	52094297	52095876	+	AC069547.1	AC069547.1	126	4.7E-1	Simul
chr10	52499077	52576255	+	ASAH2B	ASAH2B	91	6.34E-1	Simul
chr10	52559168	52645435	-	A1CF	A1CF	90	6.5E-1	Simul
chr10	52750944	54058110	+	PRKG1	PRKG1	1459	4.03E-2	Simul
chr10	53455246	53459355	-	CSTF2T	CSTF2T	81	1.02E-1	Simul
chr10	54074055	54077802	+	DKK1	DKK1	62	9.05E-1	Simul
chr10	54525139	54531460	-	MBL2	MBL2	210	1.72E-1	Simul
chr10	55562530	57387702	-	PCDH15	PCDH15	2093	9.12E-1	Simul
chr10	57358749	57360488	+	MTRNR2L5	MTRNR2L5	58	5.87E-1	Simul
chr10	58116988	58121036	-	ZWINT	ZWINT	81	7.34E-1	Simul
chr10	59951277	60027694	-	IPMK	IPMK	163	2.77E-1	Simul
chr10	60028817	60049346	+	CISD1	CISD1	78	2.09E-1	Simul
chr10	60094734	60130513	+	UBE2D1	UBE2D1	84	5.53E-1	Simul
chr10	60144781	60158981	+	TFAM	TFAM	85	5.47E-1	Simul
chr10	60272899	60591195	+	BICC1	BICC1	312	3.05E-2	Simul
chr10	60936349	61007534	+	PHYHIPL	PHYHIPL	90	1.34E-1	Simul
chr10	61005889	61122939	-	FAM13C	FAM13C	175	4.08E-1	Simul
chr10	61410522	61495760	-	SLC16A9	SLC16A9	164	3.83E-1	Simul
chr10	61548520	61666414	-	CCDC6	CCDC6	242	6.9E-1	Simul
chr10	61715187	61720671	-	C10orf40	C10orf40	124	7.62E-1	Simul
chr10	61786055	62493248	-	ANK3	ANK3	902	5.3E-1	Simul
chr10	62538088	62554610	+	CDK1	CDK1	128	7.54E-2	Simul
chr10	62629195	62761198	-	RHOBTB1	RHOBTB1	181	1.08E-1	Simul
chr10	63166400	63213208	-	TMEM26	TMEM26	109	4.62E-1	Simul
chr10	63422718	63526524	+	C10orf107	C10orf107	236	1.94E-1	Simul
chr10	63661058	63856703	+	ARID5B	ARID5B	183	1.2827505E-4	CONVERGED
chr10	63942793	64028466	-	RTKN2	RTKN2	159	1.61E-1	Simul
chr10	64133950	64431771	+	ZNF365	ZNF365	392	6.16E-1	Simul
chr10	64564515	64568238	+	ADO	ADO	93	8.88E-1	Simul
chr10	64571755	64679660	-	EGR2	EGR2	243	1.66E-1	Simul
chr10	64893049	64914783	+	NRBF2	NRBF2	51	4.89E-1	Simul
chr10	64926980	65225722	-	JMJD1C	JMJD1C	188	7.65E-1	Simul
chr10	65281122	65384883	+	REEP3	REEP3	125	5.49E-1	Simul
chr10	67672275	69455927	-	CTNNA3	CTNNA3	2153	7.27E-2	Simul
chr10	69556426	69597924	-	DNAJC12	DNAJC12	99	8.39E-2	Simul
chr10	69644426	69678147	+	SIRT1	SIRT1	67	2.63E-1	Simul
chr10	69681664	69835105	-	HERC4	HERC4	115	6.66E-2	Simul
chr10	69865911	69971774	+	MYPN	MYPN	192	1.51E-1	Simul
chr10	69990385	69991871	-	ATOH7	ATOH7	102	3.48E-1	Simul
chr10	70042416	70092806	-	PBLD	PBLD	86	3.37E-1	Simul
chr10	70090930	70102948	+	HNRNPH3	HNRNPH3	57	8.33E-1	Simul
chr10	70100863	70167051	-	RUFY2	RUFY2	68	8.94E-1	Simul
chr10	70173820	70231879	-	DNA2	DNA2	63	1.86E-1	Simul
chr10	70237755	70287231	-	SLC25A16	SLC25A16	67	2.28E-1	Simul
chr10	70320412	70454239	+	TET1	TET1	119	3.29E-1	Simul
chr10	70480768	70552134	+	CCAR1	CCAR1	72	7.15E-1	Simul
chr10	70587297	70655188	+	STOX1	STOX1	91	6.05E-1	Simul
chr10	70661033	70706603	+	DDX50	DDX50	84	4.18E-1	Simul
chr10	70715883	70744829	+	DDX21	DDX21	68	4.5E-1	Simul
chr10	70748486	70776738	+	KIAA1279	KIAA1279	87	6.43E-1	Simul
chr10	70847861	70864567	+	SRGN	SRGN	97	5.39E-1	Simul
chr10	70883267	70932617	+	VPS26A	VPS26A	106	3.67E-1	Simul
chr10	70939987	70968855	+	SUPV3L1	SUPV3L1	125	5.52E-1	Simul
chr10	70980058	71027315	+	HKDC1	HKDC1	148	3.23E-1	Simul
chr10	71029739	71161638	+	HK1	HK1	252	4.73E-1	Simul
chr10	71163658	71176623	-	TACR2	TACR2	138	8.6E-1	Simul
chr10	71211228	71267425	+	TSPAN15	TSPAN15	187	8.96E-1	Simul
chr10	71331453	71332994	-	NEUROG3	NEUROG3	126	8.81E-1	Simul
chr10	71390006	71393352	+	C10orf35	C10orf35	161	2.01E-1	Simul
chr10	71561643	71724031	+	COL13A1	COL13A1	400	1.55E-1	Simul
chr10	71812551	71872036	+	H2AFY2	H2AFY2	111	3.4E-1	Simul
chr10	71857978	71892690	-	AIFM2	AIFM2	106	3.17E-1	Simul
chr10	71897736	71906432	-	TYSND1	TYSND1	98	3.75E-1	Simul
chr10	71907044	71930279	-	SAR1A	SAR1A	97	3.6E-1	Simul
chr10	71962585	71993667	-	PPA1	PPA1	88	6.94E-1	Simul
chr10	72058728	72142382	-	LRRC20	LRRC20	161	6.71E-1	Simul
chr10	72164134	72188374	+	EIF4EBP2	EIF4EBP2	66	9.33E-1	Simul
chr10	72192070	72207707	-	NODAL	NODAL	53	9.1E-1	Simul
chr10	72238576	72328205	+	PALD1	PALD1	179	8.94E-2	Simul
chr10	72357103	72362531	-	PRF1	PRF1	107	1.03E-1	Simul
chr10	72432558	72522197	+	ADAMTS14	ADAMTS14	311	5.18E-1	Simul
chr10	72530994	72545157	-	TBATA	TBATA	211	4.49E-1	Simul
chr10	72575716	72640930	+	SGPL1	SGPL1	191	5.71E-1	Simul
chr10	72642036	72648541	-	PCBD1	PCBD1	113	4.35E-1	Simul
chr10	72972326	73062621	+	UNC5B	UNC5B	205	3.5E-2	Simul
chr10	73079014	73123142	+	SLC29A3	SLC29A3	166	2.7E-1	Simul
chr10	73156690	73575702	+	CDH23	CDH23	624	4.51E-1	Simul
chr10	73471457	73497581	-	C10orf105	C10orf105	140	3.66E-1	Simul
chr10	73507315	73533255	-	C10orf54	C10orf54	124	7.48E-1	Simul
chr10	73576054	73611126	-	PSAP	PSAP	120	6.3E-1	Simul
chr10	73724122	73773322	+	CHST3	CHST3	143	3.03E-1	Simul
chr10	73818792	73848790	-	SPOCK2	SPOCK2	109	7.28E-1	Simul
chr10	73856277	73976892	-	ASCC1	ASCC1	85	6.69E-1	Simul
chr10	73975786	73995618	+	ANAPC16	ANAPC16	20	4.42E-1	Simul
chr10	74033677	74035794	+	DDIT4	DDIT4	26	4.84E-1	Simul
chr10	74092587	74114988	-	DNAJB12	DNAJB12	40	4.84E-1	Simul
chr10	74127097	74385899	-	MICU1	MICU1	129	5.53E-1	Simul
chr10	74451888	74647452	+	MCU	MCU	75	7.58E-1	Simul
chr10	74653338	74692791	+	OIT3	OIT3	28	2.55E-1	Simul
chr10	74694927	74714536	-	PLA2G12B	PLA2G12B	29	3.02E-1	Simul
chr10	74766974	74856732	-	P4HA1	P4HA1	88	1.69E-1	Simul
chr10	74870216	74891586	+	NUDT13	NUDT13	82	8.57E-2	Simul
chr10	74889912	74928813	-	ECD	ECD	85	1.24E-1	Simul
chr10	74927923	75004262	+	FAM149B1	FAM149B1	134	1.43E-1	Simul
chr10	74943119	75008620	-	DNAJC9	DNAJC9	128	1.55E-1	Simul
chr10	75006509	75012451	-	MRPS16	MRPS16	89	3.13E-1	Simul
chr10	75013516	75118617	-	TTC18	TTC18	131	4.24E-1	Simul
chr10	75134858	75173834	-	ANXA7	ANXA7	49	3.49E-1	Simul
chr10	75183338	75193319	-	MSS51	MSS51	31	3E-1	Simul
chr10	75196185	75255782	-	PPP3CB	PPP3CB	37	2.93E-1	Simul
chr10	75257295	75385711	-	USP54	USP54	38	2.35E-1	Simul
chr10	75391411	75401515	-	MYOZ1	MYOZ1	20	1.76E-1	Simul
chr10	75404638	75423561	-	SYNPO2L	SYNPO2L	18	1.73E-1	Simul
chr10	75434032	75457639	-	AGAP5	AGAP5	25	1.71E-1	Simul
chr10	75504119	75531919	+	SEC24C	SEC24C	35	1.01E-1	Simul
chr10	75531934	75532378	-	AC022400.2	AC022400.2	31	1.08E-1	Simul
chr10	75532048	75540009	+	FUT11	FUT11	33	1.06E-1	Simul
chr10	75541804	75543410	+	CHCHD1	CHCHD1	31	1.14E-1	Simul
chr10	75545339	75561551	+	ZSWIM8	ZSWIM8	49	1.31E-1	Simul
chr10	75561668	75571589	-	NDST2	NDST2	49	1.25E-1	Simul
chr10	75572258	75634343	-	CAMK2G	CAMK2G	83	1.66E-1	Simul
chr10	75668934	75677255	+	PLAU	PLAU	52	4.91E-1	Simul
chr10	75669726	75682535	-	C10orf55	C10orf55	54	5.3E-1	Simul
chr10	75757871	75879918	+	VCL	VCL	114	1.33E-1	Simul
chr10	75881523	75910821	-	AP3M1	AP3M1	102	8.8E-2	Simul
chr10	75910959	76469061	+	ADK	ADK	348	1.76E-1	Simul
chr10	76585339	76792380	+	KAT6B	KAT6B	100	1.79E-1	Simul
chr10	76797593	76818272	-	DUPD1	DUPD1	68	8.34E-1	Simul
chr10	76854191	76868979	-	DUSP13	DUSP13	83	8.11E-1	Simul
chr10	76859343	76941881	+	SAMD8	SAMD8	117	8.07E-1	Simul
chr10	76969911	76991206	+	VDAC2	VDAC2	60	7.34E-1	Simul
chr10	76993726	76995788	-	COMTD1	COMTD1	48	8.07E-1	Simul
chr10	77157587	77161664	-	ZNF503	ZNF503	34	1.32E-1	Simul
chr10	77360997	78319925	+	C10orf11	C10orf11	865	3.54E-1	Simul
chr10	78629358	79398353	-	KCNMA1	KCNMA1	967	7.53E-1	Simul
chr10	79550548	79686378	-	DLG5	DLG5	195	2.68E-1	Simul
chr10	79626632	79629368	+	AL391421.1	AL391421.1	87	5.26E-1	Simul
chr10	79734906	79789303	-	POLR3A	POLR3A	45	2.15E-1	Simul
chr10	79793517	79816570	+	RPS24	RPS24	20	7.95E-1	Simul
chr10	80828791	81076276	+	ZMIZ1	ZMIZ1	399	3.52E-1	Simul
chr10	81107224	81115093	+	PPIF	PPIF	96	1.23E-1	Simul
chr10	81142080	81205383	-	ZCCHC24	ZCCHC24	162	6.15E-1	Simul
chr10	81266125	81270678	-	AL133481.1	AL133481.1	49	1.88E-1	Simul
chr10	81272356	81276188	+	EIF5AL1	EIF5AL1	39	4.54E-1	Simul
chr10	81370694	81375196	+	SFTPA1	SFTPA1	6	1.54E-1	Simul
chr10	81462982	81474437	+	NUTM2B	NUTM2B	2	1.06E-1	Simul
chr10	81601113	81610632	+	NUTM2E	NUTM2E	26	8.83E-2	Simul
chr10	81697495	81742370	-	SFTPD	SFTPD	142	1.97E-1	Simul
chr10	81838401	81852313	+	TMEM254	TMEM254	108	1.6E-1	Simul
chr10	81891437	81905115	+	PLAC9	PLAC9	131	5.02E-2	Simul
chr10	81910644	81965328	-	ANXA11	ANXA11	149	3.77E-2	Simul
chr10	82009465	82013395	+	AL359195.1	AL359195.1	102	2.48E-2	Simul
chr10	82031575	82049440	-	MAT1A	MAT1A	110	4.6E-2	Simul
chr10	82095860	82116511	-	DYDC1	DYDC1	114	7.43E-3	Simul
chr10	82104500	82127829	+	DYDC2	DYDC2	112	7E-3	Simul
chr10	82167584	82192753	+	FAM213A	FAM213A	147	9.3E-3	Simul
chr10	82213921	82292879	+	TSPAN14	TSPAN14	164	1.61E-2	Simul
chr10	82297657	82406316	+	SH2D4B	SH2D4B	240	7.11E-2	Simul
chr10	83635069	84746935	+	NRG3	NRG3	1313	3.99E-1	Simul
chr10	85899195	85913001	+	GHITM	GHITM	73	8.06E-1	Simul
chr10	85933493	85945050	+	C10orf99	C10orf99	122	5.39E-1	Simul
chr10	85954409	85979377	+	CDHR1	CDHR1	157	5.74E-1	Simul
chr10	85980253	85985345	-	LRIT2	LRIT2	148	4.9E-1	Simul
chr10	85991348	86001217	-	LRIT1	LRIT1	151	5.35E-1	Simul
chr10	86004808	86019716	+	RGR	RGR	154	5.16E-1	Simul
chr10	86088341	86278273	+	CCSER2	CCSER2	234	6.02E-1	Simul
chr10	87359311	88126250	-	GRID1	GRID1	664	4.2E-1	Simul
chr10	88195012	88281572	-	WAPAL	WAPAL	86	6.2E-1	Simul
chr10	88414313	88426605	+	OPN4	OPN4	116	3.55E-1	Simul
chr10	88428205	88495825	+	LDB3	LDB3	143	4.26E-1	Simul
chr10	88516406	88692595	+	BMPR1A	BMPR1A	152	5.39E-1	Simul
chr10	88695296	88729238	-	MMRN2	MMRN2	57	5.01E-1	Simul
chr10	88718374	88723017	+	SNCG	SNCG	44	4.77E-1	Simul
chr10	88727948	88743691	+	ADIRF	ADIRF	45	4.71E-1	Simul
chr10	88780062	88784487	+	FAM25A	FAM25A	41	3.08E-2	Simul
chr10	88810242	88854623	-	GLUD1	GLUD1	35	1.3642785E-3	CONVERGED
chr10	88853917	88951225	+	FAM35A	FAM35A	48	1.27E-3	Simul
chr10	88985204	88996665	+	NUTM2A	NUTM2A	10	1.11E-1	Simul
chr10	89117424	89130452	+	NUTM2D	NUTM2D	10	1.15E-3	Simul
chr10	89264631	89313217	+	MINPP1	MINPP1	75	3.53E-1	Simul
chr10	89419369	89507462	+	PAPSS2	PAPSS2	181	3.35E-1	Simul
chr10	89511268	89601100	-	ATAD1	ATAD1	115	7.31E-1	Simul
chr10	89618917	89623194	-	KLLN	KLLN	39	3.99E-1	Simul
chr10	89622869	89731687	+	PTEN	PTEN	102	4.22E-1	Simul
chr10	90033620	90344287	-	RNLS	RNLS	331	7.72E-1	Simul
chr10	90346509	90366733	+	LIPJ	LIPJ	72	3.19E-1	Simul
chr10	90424197	90438571	+	LIPF	LIPF	130	3.54E-1	Simul
chr10	90484300	90512543	+	LIPK	LIPK	210	4.16E-1	Simul
chr10	90521162	90537999	+	LIPN	LIPN	180	7.07E-1	Simul
chr10	90562486	90580303	+	LIPM	LIPM	127	9.75E-1	Simul
chr10	90581888	90611575	-	ANKRD22	ANKRD22	109	9.68E-1	Simul
chr10	90639490	90734910	+	STAMBPL1	STAMBPL1	191	9.22E-1	Simul
chr10	90694830	90751147	-	ACTA2	ACTA2	176	9.54E-1	Simul
chr10	90750413	90775542	+	FAS	FAS	144	9.55E-1	Simul
chr10	90965693	90967071	-	CH25H	CH25H	114	2.41E-1	Simul
chr10	90973325	91174314	-	LIPA	LIPA	258	4.94E-2	Simul
chr10	91061711	91069033	+	IFIT2	IFIT2	73	1.01E-1	Simul
chr10	91087650	91100728	+	IFIT3	IFIT3	74	8.95E-2	Simul
chr10	91137812	91144962	+	IFIT1B	IFIT1B	79	1.071E-1	Simul
chr10	91152302	91163745	+	IFIT1	IFIT1	75	1.08E-1	Simul
chr10	91174342	91180758	+	IFIT5	IFIT5	81	1.022E-2	Simul
chr10	91190050	91316398	-	SLC16A12	SLC16A12	184	1.81E-2	Simul
chr10	91342744	91405215	-	PANK1	PANK1	188	7.14E-1	Simul
chr10	91461366	91534700	+	KIF20B	KIF20B	197	8.85E-1	Simul
chr10	92500577	92617671	-	HTR7	HTR7	204	3.42E-1	Simul
chr10	92631472	92668312	+	RPP30	RPP30	126	8.09E-2	Simul
chr10	92671852	92681033	-	ANKRD1	ANKRD1	126	7.2E-2	Simul
chr10	92979907	93044088	+	PCGF5	PCGF5	142	4.29E-1	Simul
chr10	93170095	93274586	+	HECTD2	HECTD2	56	8.72E-1	Simul
chr10	93388198	93392811	-	PPP1R3C	PPP1R3C	124	3.81E-1	Simul
chr10	93558068	93625033	+	TNKS2	TNKS2	100	1.89E-1	Simul
chr10	93666345	93669240	-	FGFBP3	FGFBP3	67	1.55E-1	Simul
chr10	93683525	93790082	+	BTAF1	BTAF1	124	5.61E-1	Simul
chr10	93806448	94050844	-	CPEB3	CPEB3	118	7.32E-1	Simul
chr10	94050919	94113721	+	MARCH5	MARCH5	72	4.26E-1	Simul
chr10	94211440	94333833	-	IDE	IDE	89	5.98E-1	Simul
chr10	94353042	94415150	+	KIF11	KIF11	59	4.58E-1	Simul
chr10	94447944	94455403	+	HHEX	HHEX	45	4.76E-1	Simul
chr10	94590934	94819250	+	EXOC6	EXOC6	205	2.83E-1	Simul
chr10	94821020	94828454	+	CYP26C1	CYP26C1	69	5.14E-1	Simul
chr10	94833231	94837647	+	CYP26A1	CYP26A1	65	5.35E-1	Simul
chr10	95066185	95242074	-	MYOF	MYOF	346	3.53E-1	Simul
chr10	95256388	95288849	+	CEP55	CEP55	129	1.48E-1	Simul
chr10	95326421	95364237	+	FFAR4	FFAR4	127	8.48E-1	Simul
chr10	95351443	95361501	-	RBP4	RBP4	114	8.39E-1	Simul
chr10	95372344	95425767	+	PDE6C	PDE6C	173	8.69E-1	Simul
chr10	95427639	95462329	-	FRA10AC1	FRA10AC1	181	7.86E-1	Simul
chr10	95517565	95557916	+	LGI1	LGI1	161	9.97E-1	Simul
chr10	95653729	95715819	+	SLC35G1	SLC35G1	115	8.53E-2	Simul
chr10	95753745	96092580	+	PLCE1	PLCE1	307	9.83E-1	Simul
chr10	96075003	96122716	-	NOC3L	NOC3L	100	9.57E-1	Simul
chr10	96162260	96295687	+	TBC1D12	TBC1D12	94	9.36E-1	Simul
chr10	96305546	96373662	+	HELLS	HELLS	68	9.73E-1	Simul
chr10	96443250	96495947	+	CYP2C18	CYP2C18	66	5.69E-1	Simul
chr10	96447910	96613017	+	CYP2C19	CYP2C19	124	6.34E-1	Simul
chr10	96698414	96749147	+	CYP2C9	CYP2C9	109	6.59E-1	Simul
chr10	96796529	96829254	-	CYP2C8	CYP2C8	113	8.43E-1	Simul
chr10	96953956	96988685	+	C10orf129	C10orf129	134	4.75E-1	Simul
chr10	96997328	97050781	-	PDLIM1	PDLIM1	171	4.49E-1	Simul
chr10	97071527	97321171	-	SORBS1	SORBS1	447	6.76E-1	Simul
chr10	97365695	97416463	-	ALDH18A1	ALDH18A1	174	7.5E-1	Simul
chr10	97423157	97453900	-	TCTN3	TCTN3	116	9.13E-1	Simul
chr10	97471535	97637023	+	ENTPD1	ENTPD1	217	8.02E-1	Simul
chr10	97667359	97698480	+	C10orf131	C10orf131	82	7.99E-1	Simul
chr10	97733785	97792441	+	CC2D2B	CC2D2B	83	9.76E-1	Simul
